endpoint,endpoint_kind,target_host,target_port,resolved_ip,handshake_ok,failure,error_detail,rtt_ms,block_no,slots_behind_tip,at_tip,checked_at
dns:relay1.cardano-mainnet.cardan.io,dns,relay1.cardano-mainnet.cardan.io,3001,3.130.174.103,t,,,14.45,13865121,-29,t,2026-08-28 00:45:41+00
dns:relay1.cardanomapleleaf.ca,dns,relay1.cardanomapleleaf.ca,7003,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:06:52+00
dns:relay-1.cardano.monnoeud.fr,dns,relay-1.cardano.monnoeud.fr,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:41+00
dns:relay1.cardanopool.es,dns,relay1.cardanopool.es,3001,79.112.118.98,t,,,115.4,13865121,-29,t,2026-08-28 00:45:41+00
dns:relay1.cardano-pool.eu,dns,relay1.cardano-pool.eu,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:52+00
dns:relay1.cardano-stakepool-dai.com,dns,relay1.cardano-stakepool-dai.com,6000,59.146.121.249,t,,,152.97,13865121,-29,t,2026-08-28 00:45:41+00
dns:relay1.cardano-stake-pool-germany.com,dns,relay1.cardano-stake-pool-germany.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:42+00
dns:relay1.cardanostaker.de,dns,relay1.cardanostaker.de,6001,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:06:52+00
dns:relay1.cardanotech.io,dns,relay1.cardanotech.io,6000,185.125.168.206,t,,,119.26,13865121,-29,t,2026-08-28 00:45:42+00
dns:relay1.cardano.tw.iuxta-casus.com,dns,relay1.cardano.tw.iuxta-casus.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:42+00
dns:relay1.cardano-universe.com,dns,relay1.cardano-universe.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:42+00
dns:relay-1.cardano.us.iuxta-casus.com,dns,relay-1.cardano.us.iuxta-casus.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:42+00
dns:relay1.cardanowave.com,dns,relay1.cardanowave.com,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:52+00
dns:relay1.cardapool.com,dns,relay1.cardapool.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:52+00
dns:relay1.cashflowpool.com,dns,relay1.cashflowpool.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:54+00
dns:relay1.celts.io,dns,relay1.celts.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:42+00
dns:relay1.cerostakepool.com,dns,relay1.cerostakepool.com,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:06:55+00
dns:relay1.cfort.tech,dns,relay1.cfort.tech,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:42+00
dns:relay1.chatl.money,dns,relay1.chatl.money,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:42+00
dns:relay1.chillerbude.de,dns,relay1.chillerbude.de,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:06:55+00
dns:relay1.chivo.uno,dns,relay1.chivo.uno,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:55+00
dns:relay1.clovernodes.io,dns,relay1.clovernodes.io,6000,54.38.216.20,t,,,123.23,13865195,-86,t,2026-08-28 01:06:55+00
dns:relay1.cortexpool.io,dns,relay1.cortexpool.io,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:43+00
dns:relay1.crayoneaterhooahpool.com,dns,relay1.crayoneaterhooahpool.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:43+00
dns:relay1.crimsonpool.com,dns,relay1.crimsonpool.com,5101,24.14.26.59,t,,,20.71,13865121,-29,t,2026-08-28 00:45:43+00
dns:relay1.crimsonpool.com,dns,relay1.crimsonpool.com,5101,207.113.136.224,t,,,9.96,13865121,-29,t,2026-08-28 00:45:43+00
dns:relay1.cryptobounty.org,dns,relay1.cryptobounty.org,8081,66.119.62.93,t,,,39.59,13865121,-29,t,2026-08-28 00:45:44+00
dns:relay1.cryptoland.club,dns,relay1.cryptoland.club,3002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:44+00
dns:relay1.datamaven.pro,dns,relay1.datamaven.pro,3000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:55+00
dns:relay-1-d.cema.centimani.io,dns,relay-1-d.cema.centimani.io,8071,139.59.157.242,t,,,111.68,13865121,-29,t,2026-08-28 00:45:44+00
dns:relay1.de-dd1.lonestarstaking.net,dns,relay1.de-dd1.lonestarstaking.net,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:55+00
dns:relay1.deyey.com,dns,relay1.deyey.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:55+00
dns:relay1-dl.aichi-stakepool.com,dns,relay1-dl.aichi-stakepool.com,6000,154.53.61.126,t,,,64.38,13865121,-29,t,2026-08-28 00:45:44+00
dns:relay1.dosstakepool.com,dns,relay1.dosstakepool.com,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:06:56+00
dns:relay1.dreamcardano.com,dns,relay1.dreamcardano.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:56+00
dns:relay1.eastend.tech,dns,relay1.eastend.tech,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:56+00
dns:relay1.eldenpool.com,dns,relay1.eldenpool.com,3000,92.220.246.245,t,,,126.65,13865121,-29,t,2026-08-28 00:45:45+00
dns:relay-1.elemt.xyz,dns,relay-1.elemt.xyz,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:45+00
dns:relay1.emp1.smilespool.com,dns,relay1.emp1.smilespool.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:56+00
dns:relay1.emp2.poapool.com,dns,relay1.emp2.poapool.com,6000,135.125.145.15,t,,,123.27,13865195,-86,t,2026-08-28 01:06:57+00
dns:relay1.endeavorintlx.com,dns,relay1.endeavorintlx.com,3101,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:45+00
dns:relay1.endeavorintlx.com,dns,relay1.endeavorintlx.com,3102,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:45+00
dns:relay1.epicpool.eu,dns,relay1.epicpool.eu,60000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:06:59+00
dns:relay-1-eu.junostakepool.com,dns,relay-1-eu.junostakepool.com,4321,95.217.231.227,t,,,128.08,13865121,-29,t,2026-08-28 00:45:45+00
dns:relay1.euskalstakepool.win,dns,relay1.euskalstakepool.win,6000,161.97.130.65,t,,,113.09,13865121,-29,t,2026-08-28 00:45:45+00
dns:relay1-eu.smilespool.com,dns,relay1-eu.smilespool.com,8049,138.201.173.61,t,,,118.58,13695758,3466876,f,2026-08-28 00:45:45+00
dns:relay1.ezpool.xyz,dns,relay1.ezpool.xyz,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:06:59+00
dns:relay1.fidapool.site,dns,relay1.fidapool.site,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:46+00
dns:relay1.fimi.vn,dns,relay1.fimi.vn,3000,38.242.248.250,t,,,112.4,13865121,-29,t,2026-08-28 00:45:46+00
dns:relay1.flairstaking.com,dns,relay1.flairstaking.com,3001,107.211.37.88,t,,,34.73,13865121,-29,t,2026-08-28 00:45:46+00
dns:relay1.fluid7.com,dns,relay1.fluid7.com,6007,185.57.35.132,t,,,96.32,13865121,-29,t,2026-08-28 00:45:46+00
dns:relay1.fnxtoken.com,dns,relay1.fnxtoken.com,3101,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:46+00
dns:relay1.frcan.com,dns,relay1.frcan.com,6000,70.52.97.31,t,,,34.49,13865121,-29,t,2026-08-28 00:45:46+00
dns:relay1.fujistakepool.com,dns,relay1.fujistakepool.com,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:02+00
dns:relay1.gaiastakepool.com,dns,relay1.gaiastakepool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:47+00
dns:relay1.gaucho.quest,dns,relay1.gaucho.quest,6000,186.52.187.212,t,,,164.93,13865121,-29,t,2026-08-28 00:45:47+00
dns:relay1.genepool.one,dns,relay1.genepool.one,8001,159.195.137.49,t,,,119.35,13865121,-29,t,2026-08-28 00:45:48+00
dns:relay1.germanstaking.net,dns,relay1.germanstaking.net,6000,,f,refused,Connection refused,,,,f,2026-08-28 01:07:04+00
dns:relay1.godel.club,dns,relay1.godel.club,8000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:48+00
dns:relay1.gokey.network,dns,relay1.gokey.network,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:48+00
dns:relay1.goldenstatestaking.com,dns,relay1.goldenstatestaking.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:48+00
dns:relay1.golgi-pool.it,dns,relay1.golgi-pool.it,6001,93.42.102.93,t,,,127.28,13865121,-29,t,2026-08-28 00:45:48+00
dns:relay1.guavapool.com,dns,relay1.guavapool.com,6004,167.86.68.117,t,,,114.1,13865121,-29,t,2026-08-28 00:45:48+00
dns:relay1.havenstakepool.com,dns,relay1.havenstakepool.com,3001,116.88.5.217,t,,,246.38,13865121,-29,t,2026-08-28 00:45:49+00
dns:relay1.hedgespool.com,dns,relay1.hedgespool.com,6000,154.53.43.43,t,,,13.7,13865121,-29,t,2026-08-28 00:45:49+00
dns:relay1.helpstakepool.com,dns,relay1.helpstakepool.com,8888,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:04+00
dns:relay1.hivestaking.com,dns,relay1.hivestaking.com,4001,202.61.199.113,t,,,121.16,13865121,-29,t,2026-08-28 00:45:50+00
dns:relay1.houseoftitans.io,dns,relay1.houseoftitans.io,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:06+00
dns:relay1.huckleberryexplore.com,dns,relay1.huckleberryexplore.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:50+00
dns:relay1.hudo.online,dns,relay1.hudo.online,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:50+00
dns:relay1.huskypool.com,dns,relay1.huskypool.com,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:07:07+00
dns:relay1.hyperlinkpool.kr,dns,relay1.hyperlinkpool.kr,3002,178.104.211.226,t,,,117.99,13865121,-29,t,2026-08-28 00:45:51+00
dns:relay-1.hype-staking.com,dns,relay-1.hype-staking.com,6000,141.95.241.81,t,,,114.58,13865121,-29,t,2026-08-28 00:45:51+00
dns:relay1.ilukapool.com,dns,relay1.ilukapool.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:51+00
dns:relay1.indiastakepool.com,dns,relay1.indiastakepool.com,6000,67.71.177.238,t,,,18.36,13865121,-29,t,2026-08-28 00:45:51+00
dns:relay1.indiepool.co,dns,relay1.indiepool.co,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:07:07+00
dns:relay1.inspirationpool.io,dns,relay1.inspirationpool.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:52+00
dns:relay1.itsys.com.au,dns,relay1.itsys.com.au,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:52+00
dns:relay1.ivpc0.ivpc.org,dns,relay1.ivpc0.ivpc.org,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:07+00
dns:relay1.januspool.org,dns,relay1.januspool.org,3003,62.171.169.162,t,,,110.98,13865121,-29,t,2026-08-28 00:45:52+00
dns:relay1.kaizn.kaizencrypto.com,dns,relay1.kaizn.kaizencrypto.com,6000,54.38.153.200,t,,,114.31,13865121,-29,t,2026-08-28 00:45:52+00
dns:relay1.kaze.network,dns,relay1.kaze.network,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:52+00
dns:relay1.knightsofcardano.com,dns,relay1.knightsofcardano.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:09+00
dns:relay1.kobe.kaizencrypto.com,dns,relay1.kobe.kaizencrypto.com,6000,54.38.153.200,t,,,122.5,13865195,0,t,2026-08-28 01:07:13+00
dns:relay1.koreapool.io,dns,relay1.koreapool.io,3001,172.218.240.89,t,,,51.09,13865121,-29,t,2026-08-28 00:45:53+00
dns:relay1.krono.kaizencrypto.com,dns,relay1.krono.kaizencrypto.com,6000,54.38.153.200,t,,,118.56,13865195,0,t,2026-08-28 01:07:19+00
dns:relay1.krsna.kaizencrypto.com,dns,relay1.krsna.kaizencrypto.com,6000,54.38.153.200,t,,,118.81,13865121,-29,t,2026-08-28 00:45:54+00
dns:relay1.kumojoy.com,dns,relay1.kumojoy.com,6000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:07:19+00
dns:relay1.lakecardano.com,dns,relay1.lakecardano.com,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:19+00
dns:relay1.laninpool.com,dns,relay1.laninpool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:54+00
dns:relay1.latamstaker.com,dns,relay1.latamstaker.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:54+00
dns:relay1.lidonation.com,dns,relay1.lidonation.com,3011,167.235.218.39,t,,,119.53,13865121,-29,t,2026-08-28 00:45:54+00
dns:relay-1.lkbh-pools.org,dns,relay-1.lkbh-pools.org,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:24+00
dns:relay1.lofipool.com,dns,relay1.lofipool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:56+00
dns:relay1.lootpool.io,dns,relay1.lootpool.io,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:32+00
dns:relay1.lordb.rocks,dns,relay1.lordb.rocks,6001,,f,refused,Connection refused,,,,f,2026-08-28 01:07:32+00
dns:relay1.ltespool.com,dns,relay1.ltespool.com,6000,23.29.118.165,t,,,24.13,13695758,3466876,f,2026-08-28 00:45:56+00
dns:relay1.luminapool.io,dns,relay1.luminapool.io,3001,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:07:32+00
dns:relay1.luna9.com,dns,relay1.luna9.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:32+00
dns:relay1.luna-pool.com,dns,relay1.luna-pool.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:32+00
dns:relay1.lunarpool.io,dns,relay1.lunarpool.io,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:32+00
dns:relay1.lvlup-stakepool.com,dns,relay1.lvlup-stakepool.com,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:57+00
dns:relay-1-lx.cema.centimani.io,dns,relay-1-lx.cema.centimani.io,8071,92.38.163.212,t,,,107.19,13865121,-29,t,2026-08-28 00:45:57+00
dns:relay1.magicada.com,dns,relay1.magicada.com,3001,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:07:32+00
dns:relay1.mainnet.kblocks.net,dns,relay1.mainnet.kblocks.net,3001,40.114.178.66,t,,,102.93,13865121,-29,t,2026-08-28 00:45:58+00
dns:relay1-mainnet.nasec.co.uk,dns,relay1-mainnet.nasec.co.uk,3000,5.152.204.189,t,,,96.84,13865121,-29,t,2026-08-28 00:45:58+00
dns:relay1.mainnet.pool.cardano.services,dns,relay1.mainnet.pool.cardano.services,3001,195.48.82.216,t,,,122.29,13865121,-29,t,2026-08-28 00:45:58+00
dns:relay1.martestaking.eu,dns,relay1.martestaking.eu,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:58+00
dns:relay1.mashupmilitia.com,dns,relay1.mashupmilitia.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:58+00
dns:relay1.mauicardano.com,dns,relay1.mauicardano.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:45:58+00
dns:relay1.mazza.vc,dns,relay1.mazza.vc,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:32+00
dns:relay1.mediumrarestake.com,dns,relay1.mediumrarestake.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:32+00
dns:relay1.megastakepool.com,dns,relay1.megastakepool.com,3001,209.145.57.55,t,,,26.5,13695758,3466905,f,2026-08-28 00:46:00+00
dns:relay1.metablx.com,dns,relay1.metablx.com,8001,167.235.130.179,t,,,118.18,13865121,0,t,2026-08-28 00:46:00+00
dns:relay-1.minswap.org,dns,relay-1.minswap.org,3001,65.21.136.121,t,,,128.34,13865121,0,t,2026-08-28 00:46:00+00
dns:relay1.missionzambia.org,dns,relay1.missionzambia.org,6000,89.58.36.73,t,,,114.11,13865121,0,t,2026-08-28 00:46:01+00
dns:relay1.mobc.work,dns,relay1.mobc.work,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:32+00
dns:relay1.mtsk.link,dns,relay1.mtsk.link,6000,135.181.142.199,t,,,127.83,13865121,0,t,2026-08-28 00:46:01+00
dns:relay1.mykid.click,dns,relay1.mykid.click,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:02+00
dns:relay1.neckbeardmillionaires.com,dns,relay1.neckbeardmillionaires.com,6000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:07:32+00
dns:relay1.nedscave.io,dns,relay1.nedscave.io,3001,3.134.60.2,t,,,13.69,13865121,0,t,2026-08-28 00:46:02+00
dns:relay1.nixu.eu,dns,relay1.nixu.eu,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:02+00
dns:relay1.nmkr.io,dns,relay1.nmkr.io,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:33+00
dns:relay1.nocapstakepool.com,dns,relay1.nocapstakepool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:03+00
dns:relay1.nordicpool.org,dns,relay1.nordicpool.org,3005,46.162.101.171,t,,,119.98,13865121,0,t,2026-08-28 00:46:03+00
dns:relay-1-nuc.junostakepool.com,dns,relay-1-nuc.junostakepool.com,17421,82.168.44.22,t,,,131.94,13865121,0,t,2026-08-28 00:46:03+00
dns:relay-1.optim-0-mn.cardanostaking.xyz,dns,relay-1.optim-0-mn.cardanostaking.xyz,30000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:03+00
dns:relay1.otterable.com,dns,relay1.otterable.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:34+00
dns:relay1.ouroboros.mobi,dns,relay1.ouroboros.mobi,6000,54.255.19.129,t,,,216.84,13865121,0,t,2026-08-28 00:46:03+00
dns:relay1.p2pfi.io,dns,relay1.p2pfi.io,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:35+00
dns:relay1.palebluedotpool.org,dns,relay1.palebluedotpool.org,6000,,f,refused,Connection refused,,,,f,2026-08-28 01:07:35+00
dns:relay1.pasta-pool.com,dns,relay1.pasta-pool.com,6000,37.187.143.192,t,,,109.5,13865121,0,t,2026-08-28 00:46:03+00
dns:relay1.peafarm.io,dns,relay1.peafarm.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:03+00
dns:relay1.phoenixrising.io,dns,relay1.phoenixrising.io,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:03+00
dns:relay1.poapool.com,dns,relay1.poapool.com,6000,51.89.127.184,t,,,116.1,13865121,0,t,2026-08-28 00:46:03+00
dns:relay1.pool.anfra.io,dns,relay1.pool.anfra.io,3001,51.91.156.255,t,,,121.02,13865121,0,t,2026-08-28 00:46:04+00
dns:relay1.poolfixada.com,dns,relay1.poolfixada.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:35+00
dns:relay1.poolnet.io,dns,relay1.poolnet.io,3001,87.1.11.96,t,,,135.67,13865121,0,t,2026-08-28 00:46:04+00
dns:relay1.poolsbrothers.de,dns,relay1.poolsbrothers.de,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:05+00
dns:relay-1.pool.uwabl.io,dns,relay-1.pool.uwabl.io,7220,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:05+00
dns:relay1.poopool.org,dns,relay1.poopool.org,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:05+00
dns:relay1.powerstakepool.com,dns,relay1.powerstakepool.com,6000,203.219.237.72,t,,,246.0,13865121,0,t,2026-08-28 00:46:05+00
dns:relay1.ppcp.mainnet.cardano.p2p.org,dns,relay1.ppcp.mainnet.cardano.p2p.org,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:35+00
dns:relay1.ppcx1.mainnet.cardano.p2p.org,dns,relay1.ppcx1.mainnet.cardano.p2p.org,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:35+00
dns:relay1.ppcx2.mainnet.cardano.p2p.org,dns,relay1.ppcx2.mainnet.cardano.p2p.org,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:35+00
dns:relay1.praypool.com,dns,relay1.praypool.com,8888,,f,refused,Connection refused,,,,f,2026-08-28 01:07:36+00
dns:relay1-pub.ahlnet.nu,dns,relay1-pub.ahlnet.nu,2111,89.160.112.168,t,,,129.12,13865121,0,t,2026-08-28 00:46:05+00
dns:relay1.pudim.cat,dns,relay1.pudim.cat,3002,68.183.194.220,t,,,89.07,13865121,0,t,2026-08-28 00:46:05+00
dns:relay1.rafflepool.net,dns,relay1.rafflepool.net,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:05+00
dns:relay1.ratiostaking.com,dns,relay1.ratiostaking.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:05+00
dns:relay-1.redhorsepool.com,dns,relay-1.redhorsepool.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:36+00
dns:relay1.relay-veles.net,dns,relay1.relay-veles.net,80,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:06+00
dns:relay1.renewpool.ch,dns,relay1.renewpool.ch,3001,80.254.172.239,t,,,132.54,13865121,0,t,2026-08-28 00:46:06+00
dns:relay1.rightstakepool.com,dns,relay1.rightstakepool.com,6000,52.38.100.138,t,,,51.45,13865121,0,t,2026-08-28 00:46:06+00
dns:relay1.roamverse.io,dns,relay1.roamverse.io,6000,174.91.105.196,t,,,20.17,13865121,0,t,2026-08-28 00:46:06+00
dns:relay1.rpawstakepools.com,dns,relay1.rpawstakepools.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:07+00
dns:relay1.rug.watch,dns,relay1.rug.watch,3003,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:36+00
dns:relay1.sapiopool.com,dns,relay1.sapiopool.com,3000,31.3.245.20,t,,,98.44,13865121,0,t,2026-08-28 00:46:07+00
dns:relay1.servepool.co,dns,relay1.servepool.co,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:07+00
dns:relay-1.siam.mof.one,dns,relay-1.siam.mof.one,6000,58.136.216.37,t,,,246.62,13695758,3466905,f,2026-08-28 00:46:07+00
dns:relay1.siberiapool.cyou,dns,relay1.siberiapool.cyou,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:08+00
dns:relay1.smartcontractsez.com,dns,relay1.smartcontractsez.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:08+00
dns:relay1.smitblockchainops.nl,dns,relay1.smitblockchainops.nl,3001,81.169.174.254,t,,,113.38,13865121,0,t,2026-08-28 00:46:08+00
dns:relay1.snipepool.com,dns,relay1.snipepool.com,3001,95.98.212.137,t,,,109.4,13865121,0,t,2026-08-28 00:46:08+00
dns:relay1.snode.co,dns,relay1.snode.co,15001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:09+00
dns:relay-1.solpi.de,dns,relay-1.solpi.de,3001,144.76.104.242,t,,,120.68,13865121,0,t,2026-08-28 00:46:09+00
dns:relay1.spadanpool.com,dns,relay1.spadanpool.com,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:09+00
dns:relay1.spklpool.com,dns,relay1.spklpool.com,60001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:36+00
dns:relay1.spojapanguild.net,dns,relay1.spojapanguild.net,3001,89.58.57.214,t,,,118.42,13865121,0,t,2026-08-28 00:46:09+00
dns:relay1.sqqq.work,dns,relay1.sqqq.work,3000,183.76.113.20,t,,,173.71,13865121,0,t,2026-08-28 00:46:09+00
dns:relay1.squidpool.com,dns,relay1.squidpool.com,3001,107.23.61.45,t,,,21.53,13865196,-44,t,2026-08-28 01:07:39+00
dns:relay1.stake4me.com,dns,relay1.stake4me.com,8180,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:42+00
dns:relay1.stakebystep.com,dns,relay1.stakebystep.com,6010,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:10+00
dns:relay1.stakeitbetter.com,dns,relay1.stakeitbetter.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:10+00
dns:relay1.stakelake.com,dns,relay1.stakelake.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:44+00
dns:relay1.stakemana.com,dns,relay1.stakemana.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:10+00
dns:relay1.stakenoble.com,dns,relay1.stakenoble.com,3001,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:07:44+00
dns:relay1.stakeops.com,dns,relay1.stakeops.com,2122,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:46+00
dns:relay-1.stakepool.at,dns,relay-1.stakepool.at,3001,94.136.30.220,t,,,129.01,13865121,0,t,2026-08-28 00:46:11+00
dns:relay1.stakepool-cardano.com,dns,relay1.stakepool-cardano.com,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:11+00
dns:relay1.stakepool.guru,dns,relay1.stakepool.guru,6000,135.125.145.63,t,,,122.22,13865196,-44,t,2026-08-28 01:07:47+00
dns:relay1.stakepool.quebec,dns,relay1.stakepool.quebec,6000,24.201.118.60,t,,,120.95,13865121,0,t,2026-08-28 00:46:11+00
dns:relay1.stakinator.com,dns,relay1.stakinator.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:11+00
dns:relay1.staking.berlin,dns,relay1.staking.berlin,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:11+00
dns:relay1.staking.rocks,dns,relay1.staking.rocks,3000,51.79.178.68,t,,,233.81,13865121,0,t,2026-08-28 00:46:11+00
dns:relay1.str8pool.com,dns,relay1.str8pool.com,7421,212.83.42.59,t,,,107.8,13865122,-53,t,2026-08-28 00:46:12+00
dns:relay1.strippercoin.io,dns,relay1.strippercoin.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:12+00
dns:relay1.sudoinvestments.com,dns,relay1.sudoinvestments.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:47+00
dns:relay1.sugarstakepool.jp,dns,relay1.sugarstakepool.jp,3001,161.97.109.201,t,,,113.59,13865121,0,t,2026-08-28 00:46:12+00
dns:relay1.summitpool.io,dns,relay1.summitpool.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:12+00
dns:relay1.sustainableenergypool.eu,dns,relay1.sustainableenergypool.eu,2273,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:12+00
