address,stake_address,address_has_script,distinct_tracers_ever,distinct_tracers_now,output_rows,first_seen,last_seen,current_assets
addr1qxdfqunt6cjd03485aqpma6e065kvf2vuxznfu6ex0kjnclrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0s704vzm,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,15,15,41,2026-06-19 06:51:31,2026-06-24 02:01:04,TRACER2AFBC806FF57F39C00;TRACER69D9FED14614BFF400;TRACER69D9FED14614BFF401;TRACER76DD46AFBC03EC6301;TRACER8799DBE9E380666700;TRACER9CDCA38F1964467900;TRACER9CDCA38F1964467901;TRACER9CDCA38F196446791A;TRACER9CDCA38F196446791B;TRACERA8D5B71CE1C81A4305;TRACERB21BD67D5EBAEAA601;TRACERFD4CA0E9123A8CC900;TRACERFD4CA0E9123A8CC901;TRACERFD4CA0E9123A8CC902;TRACERFD4CA0E9123A8CC904
addr1qydgqet5vp7uqn67fpdr7xuyyrqwyldg446yhtjvqj2fs9tm73x0se73z3dkdjzmxyas7tz7anwngea36hdwslxrfkjqfsm9kn,stake1u9algn8cvlg3gkmxepdnzwc0930wehf5v7catkhg0np5mfqwcaxfw,f,10,10,10,2026-06-16 15:06:48,2026-06-16 15:06:48,TRACERF415E0F1CBC0C35300;TRACERF415E0F1CBC0C35301;TRACERF415E0F1CBC0C35302;TRACERF415E0F1CBC0C35303;TRACERF415E0F1CBC0C35304;TRACERF415E0F1CBC0C35305;TRACERF415E0F1CBC0C35306;TRACERF415E0F1CBC0C35307;TRACERF415E0F1CBC0C35308;TRACERF415E0F1CBC0C35309
addr1qx7h6lmp3824q2ylny6ygxly2gdzpj96vsz5n33sx2lh0kwargd5j2sfcqlrpj8dv5uc2fhw953kk6k809luvxpmpx7q7lrl76,stake1u8w35x6f9gyuq03serkk2wv9ymhz6gmtdtrhjl7xrqasn0q2wn92q,f,10,8,347,2026-06-18 10:40:00,2026-07-02 23:09:47,TRACER8799DBE9E380666702;TRACER8799DBE9E380666703;TRACER8799DBE9E380666704;TRACER8799DBE9E380666705;TRACER8799DBE9E380666706;TRACER8799DBE9E380666707;TRACER8799DBE9E380666708;TRACER8799DBE9E380666709
addr1q9usme3u9uejtyzelnuul4qsdjeg2l836kj4cyn834kf28fegly8ust2qyn8350vc2ch7l8c374usmtupsw5e86xezgs53xjmh,stake1uyu50jr7g94qzfnc68kv9vtl0nugl27gd47qc82vnarv3ygwudgx9,f,25,6,287,2026-06-18 13:44:22,2026-06-24 14:41:36,TRACER77BBD31E526DE36C0F;TRACER77BBD31E526DE36C11;TRACER77BBD31E526DE36C12;TRACER77BBD31E526DE36C13;TRACER77BBD31E526DE36C15;TRACER77BBD31E526DE36C16
addr1q95a8n97hy6cszzavnnsck6qu6ljujlgh6l2cgxkvwwptluz886v0qt2dnnu5wkkw8v3rf2f2vvtcle9m9zsjtjx0xxqhdfnwh,stake1uxprnax8s94xee728tt8rkg354y4xx9u0ujaj3gf9er8nrq3553tk,f,10,3,52,2026-06-16 19:15:05,2026-06-20 17:25:51,TRACERFD4CA0E9123A8CC907;TRACERFD4CA0E9123A8CC908;TRACERFD4CA0E9123A8CC909
DdzFFzCqrht44eAzUcfiLz8eLSMRscwXNDQd1YPsGsGPesuGx29pVUZUe2F7G8wtUjrCoB14m5pGBCbABUoLKrvjEsaCetomtb4BSnnM,"",f,3,3,3,2026-06-17 02:52:03,2026-06-18 10:22:28,TRACER9CDCA38F1964467922;TRACER9CDCA38F1964467924;TRACER9CDCA38F1964467928
addr1vygguq8sqkgpc22qyq86u3jpsh3nfxgg0fvmgldmwnwlxesadydhx,"",f,3,3,3,2026-06-17 10:51:25,2026-06-20 17:25:51,TRACERFD4CA0E9123A8CC903;TRACERFD4CA0E9123A8CC905;TRACERFD4CA0E9123A8CC906
addr1v8yq8tt8d024nn03hamg2d35zsn4u5nsaqkfzx2n37j8cccfy5gxs,"",f,2,2,2,2026-06-17 00:34:44,2026-06-17 00:56:00,TRACER9CDCA38F1964467915;TRACER9CDCA38F196446791E
addr1v823qrsz6dxjws29cxve54g983euufpskwe4q3uez63y8xc9w38nz,"",f,1,1,1,2026-06-17 02:13:46,2026-06-17 02:13:46,TRACER9CDCA38F1964467921
addr1vygh5z0yneazanzp0pjvyzpmh64mq3s8fy6ys7jx6lqh9kqupgerq,"",f,1,1,1,2026-06-17 12:02:33,2026-06-17 12:02:33,TRACER76DD46AFBC03EC6300
addr1q9wc60k22v449a8jncj5zlr6e0nc5pdmnu27jj6e8rrwwr6ppf8fx8p70q563f62trr9dx65lzmpnewwztvcshfht3zq6ca6tx,stake1u9qs5n5nrsl8s2dg5a9933jknd203dseuh8p9kvgt5m4c3qu6klf6,f,1,1,1,2026-06-17 12:07:00,2026-06-17 12:07:00,TRACER76DD46AFBC03EC6302
addr1v8ce8ny4d8vrr2zltlarqvzyeydfkp8905p4wgrykgw6ypsumvxtr,"",f,1,1,1,2026-06-17 17:34:13,2026-06-17 17:34:13,TRACERA8D5B71CE1C81A4309
addr1q9lxym523pnns50dyymdv3n8vktyc0nkedr54c8d2prgxsumfyd8qtrg9yr4lqadjtczu6y94rtevjua36rv75v0qsnstezggc,stake1uxd5jxns935zjp6lswke9upwdzz634ukfwwcapk02x8sgfcas4spp,f,1,1,33,2026-06-18 02:00:39,2026-07-01 12:44:24,TRACER9CDCA38F1964467923
addr1v852389nj4fsr4z2wj460mpzj8tp0fdhfsm7f75uyvysuqqahxyck,"",f,1,1,1,2026-06-24 05:28:04,2026-06-24 05:28:04,TRACER6985F8D915C2C77304
addr1q86l8xrtca38psy3wseqrdd73cja2n9f86rjnrgfd67gx66xcn477nfjjwn7ql9en0alqsrc58w4rzw0l9tmxc2ka33s4cdnyv,stake1u9rvf6l0f5ef8flq0jueh7lsgpu2rh23388lj4anv9twccca2h37j,f,100,0,100,2026-06-16 14:24:17,2026-06-16 14:24:17,
addr1qy2t70a4aqyvqds0jr5020ys0qunfedy05926jsf6d7zex5hkraz7t6y979ss7ymw3yyzc32wzwqczgt73d3jp6raffqzy54cq,stake1uxtmp7309azzlzcg0zdhgjzpvg48p8qvpy9lgkceqap755s0jy045,f,10,0,34,2026-06-17 11:45:06,2026-06-17 17:34:13,
addr1q9zqqdlayta28zmj7cyz2dr6k8tcg4tpv0ckpz8g0q4gfhhrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0s2lvxqw,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,2,0,2,2026-06-16 19:19:24,2026-06-17 10:52:54,
addr1vyfpe2qrel4n6qns3enqusjs62gsh6wdwhruaw9h36hy8rq927fll,"",f,2,0,2,2026-06-16 20:09:02,2026-06-19 09:49:40,
addr1v876552es5pa4e4uz87l37stwxrd6jtpxg2k0gq97mmexgcnsphfu,"",f,2,0,2,2026-06-16 20:12:57,2026-06-19 09:48:55,
addr1qywjjv3r2x225r4za8nkyv7q9aqdh7nzaqlfsf5v0nm7suhrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0sz3sw9j,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-16 14:33:17,2026-06-16 14:33:17,
addr1qxg4rsphy0463zzdmcgujvp6fhr90xg8yuppyl2mjrzgnahrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0sj9kcyg,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-16 15:39:48,2026-06-16 15:39:48,
addr1q9pxl0jev522urjn7fr2cn4fgkszpsn7un2xe9cxaqh3n8lrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0s00347d,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-16 16:55:17,2026-06-16 16:55:17,
addr1qx02p99wck3mzrxyl9w75fjurr90huye0ek8vr6spvwpw7lrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0s7yz7qm,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-16 19:20:40,2026-06-16 19:20:40,
addr1qx67qzxxmyrgalnglhsuqy87kjengvtf3jjgc3nedqrvsfhrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0ssl738k,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-16 19:21:32,2026-06-16 19:21:32,
addr1q9w7plj69ufdhnxapsd2ymw32knqwl3tgtce54lew7lk06lrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0sep0qa0,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-17 00:22:05,2026-06-17 00:22:05,
addr1q9f3myhaullmyczgckhq4j29wvqdn2suftf6xwwywrgjevhrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0s0n03yc,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-17 00:47:58,2026-06-17 00:47:58,
