stake_address,total_output_rows,current_utxos,current_ada,first_received_time,last_received_time,last_outgoing_time,stake_key_registered,pool_delegation_certs,current_pool_bech32,latest_pool_cert_time,latest_pool_active_epoch,drep_delegation_certs,current_drep,latest_drep_cert_time,rewards_earned_ada,last_reward_spendable_epoch,withdrawal_count,rewards_withdrawn_ada,last_withdrawal_time,rewards_unclaimed_ada,behavior_class,root_combo,dormant_years,never_spent,principal_static,keys_alive_recent_cert,recently_active,rewards_never_withdrawn,institutional_passivity,batch_operated,currently_holding,custody_pattern,fe_control_consistency
stake1u970ch6knl4j2wl4whfkrfdv5uj9u2uwemtnzdfhhzvv7ag7tcnr4,21,15,35000000.000000,2022-01-28 17:07:45,2025-11-20 12:00:37,2025-11-19 20:01:09,t,1,pool17arsgklktp9sayk5kzaakwvl3jwyczp07guux2yd0upgqh04qjl,2022-03-21 18:14:02,329,1,drep_always_abstain,2025-02-09 20:21:40,4067886.144911,641,308,4055628.775492,2026-06-29 00:25:03,12257.369419,,,0.62,False,False,True,False,False,False,False,True,MIXED,MEDIUM
stake1u97sjjensye59uvlcgxnacm974kgeenpldlpuayvlp7peeswf2pw8,9,2,35000000.000000,2023-06-20 19:43:26,2023-09-28 02:40:31,2023-09-26 13:20:06,t,1,pool1s8347yjgmfguf0ynj69euw7r75w7usdrfheckpcrjrk2yfvnpwq,2022-11-01 18:25:35,374,1,drep_always_abstain,2025-02-09 22:22:21,2605964.583064,641,215,2594994.709038,2026-06-29 00:45:53,10969.874026,,,2.77,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1u99h97gvv3mar3cwh3nzxttnqh959fwcms3z9wpslygv70gn5p6xg,18,5,35000000.000000,2022-01-31 11:39:05,2023-09-28 02:36:16,2023-06-22 14:10:38,t,1,pool1fl20ddkpvnstlx63fal6e3ku46r76nk2s4mqtk5jnyxn2vt7hg6,2022-03-21 19:22:14,329,1,drep_always_abstain,2025-02-09 20:59:49,3836131.358352,641,308,3826088.684213,2026-06-29 00:56:31,10042.674139,,,3.03,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1u99yurkzdur22pazfpfthe2gu3rausz6cfll0fnc9w46flcnllj43,692,51,35000000.000000,2022-01-31 11:38:37,2026-06-02 20:00:56,2026-06-01 20:01:52,t,1,pool1qc05c76autq4235sq20zu4vjwtl5m0xn4mxq9kg6e66uwz95kd4,2022-03-21 19:50:53,329,1,drep_always_abstain,2025-02-11 19:50:39,2988605.772081,641,270,2979632.661107,2026-06-29 00:10:10,8973.110974,,,0.09,False,False,True,True,False,False,False,True,ACTIVE_MANAGED,MEDIUM
stake1u9cun6zrn0rllpdtvj0par7m57752tp583vvsf3rhgnahtqxyd2qc,569,32,35000000.000000,2022-01-26 01:27:52,2026-02-06 12:00:22,2026-02-04 12:01:02,t,1,pool1kcvaxe4q4npwt28qlr3h84htjf4qrqglqk3cr2484ptycr0ldut,2022-03-21 15:36:19,329,4,drep_always_abstain,2025-02-11 03:12:01,1890748.293061,641,244,1882292.386555,2026-06-29 00:28:13,8455.906506,,,0.41,False,False,True,True,False,False,False,True,ACTIVE_MANAGED,MEDIUM
stake1u9mnjnz0vw2c7dm9g5nqgthse4us3ae6t8wdrfanp8gm6hqhw5ydx,2,2,35000000.000000,2023-06-21 14:31:33,2023-09-28 08:44:33,,t,1,pool1w7dk7rn0cflzzfr4fqvjpapn0rkz5ksmerx5tgwpm2gtj2gly97,2022-11-01 18:29:37,374,1,drep_always_abstain,2025-02-09 21:47:57,2413002.215532,641,215,2404741.127233,2026-06-29 01:20:09,8261.088299,,,3.03,True,True,True,False,False,False,False,True,NEVER_SPENT_COLD,MEDIUM
stake1u9p6rw23vxyt8vj85zctk59e3l5m93hszhmrhlyveu4r8jgcnecxg,10,2,35000000.000000,2023-06-20 19:43:07,2023-09-28 08:44:19,2023-09-25 13:00:46,t,1,pool1w7dk7rn0cflzzfr4fqvjpapn0rkz5ksmerx5tgwpm2gtj2gly97,2022-11-01 18:31:32,374,1,drep_always_abstain,2025-02-09 20:30:18,2590949.401270,641,215,2582688.312971,2026-06-29 01:16:10,8261.088299,,,2.77,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1u9q6nedpj7kt7pm9sxgtu4sq37jgxk0lyfvs4wvdvz0tm2czk759g,33,26,35000000.000000,2022-01-27 15:40:31,2025-02-16 12:10:11,2025-02-15 12:10:10,t,1,pool1vcwsfldh4gkzga4mc6p86y0vytkqfm9e2dy44hs00v34yeqnfaf,2022-03-21 17:07:35,329,1,drep_always_abstain,2025-02-09 19:20:34,4119518.018733,641,307,4109408.876707,2026-06-29 00:26:06,10109.142026,,,1.38,False,False,True,False,False,False,False,True,MIXED,MEDIUM
stake1u9qsg4p603amlkmrvnhzfme87gf82fj6f3asvxzhx6yk7ms6xjjfa,57,31,35000000.000000,2022-08-18 00:00:55,2023-11-27 12:00:55,2023-11-24 12:10:44,t,1,pool143d6z506u6yfufgzrtx8ywcwx3j4s29lxv5tdugcpcwk2l83gck,2022-07-26 23:23:41,355,1,drep_always_abstain,2025-02-09 21:14:44,3396735.182063,641,277,3385761.712073,2026-06-29 00:34:43,10973.469990,,,2.61,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1ux24wray2ta04tp2n2lpwpy5psesalc0qv2lvyze3rqw9mqjp2ylt,93,63,35000000.000000,2022-01-27 15:40:59,2025-12-28 12:00:45,2025-12-27 12:01:40,t,1,pool1hyqdlnuff3rnvg9lx70ccca2xqxcezzz4998tp6chhxnx2st257,2022-03-21 17:44:46,329,1,drep_always_abstain,2025-02-09 22:01:21,3863671.437193,641,308,3852859.962396,2026-06-29 00:15:21,10811.474797,,,0.52,False,False,True,False,False,False,False,True,MIXED,MEDIUM
stake1uxe4t8cpsftrxrylxv0dqvr3709z8xej88eq4jwm25yyuwckfxrgz,20,15,35000000.000000,2022-06-02 00:01:32,2023-10-02 12:01:05,2023-01-20 22:13:46,t,1,pool1qlps2dwr0qd0a7pjqr47apewf2lq42xv03zgentgwv9mspeh57g,2022-03-25 21:40:24,330,1,drep_always_abstain,2025-02-09 21:54:18,3853860.285231,641,293,3845599.215055,2026-06-29 00:54:15,8261.070176,,,3.45,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uxgprz3q4hcjaw7uux7u8vkrlmu0t2fdul4skkmpwgzdskqujw746,105,47,35000000.000000,2022-01-27 15:40:33,2025-03-17 12:01:36,2025-03-16 14:10:41,t,1,pool1gk20vlqg7qq868avysckjcjtwyphtjurfwlgra45670ny6r4fww,2022-03-21 16:50:12,329,1,drep_always_abstain,2025-02-09 19:50:36,3975990.169913,641,308,3964892.916509,2026-06-29 00:16:06,11097.253404,,,1.30,False,False,True,False,False,False,False,True,MIXED,MEDIUM
stake1uxgvmw0xzepg6lxh7vurkwfmhmckvyf60ld58ak3tugzhaqt6mmqr,399,59,35000000.000000,2022-01-31 11:41:47,2026-03-22 12:01:06,2026-03-18 12:01:28,t,1,pool1xucruwwxsym3u9v0m4ex3az5d4vpz9xu877vsl9udpt0q237e9m,2022-03-21 19:35:47,329,1,drep_always_abstain,2025-02-09 21:58:19,1872070.286030,641,237,1863238.955758,2026-06-29 01:13:23,8831.330272,,,0.29,False,False,True,True,False,False,False,True,ACTIVE_MANAGED,MEDIUM
stake1uxnahfm744jqetweykux94225r23zenvwal35pzdx5nk7ncel34hk,127,124,35000000.000000,2022-03-28 07:30:25,2023-10-07 12:03:57,2023-02-07 21:30:24,t,1,pool1lev7ygxcqd4aw5em7wf7y64au4hv04yl5cew27lkjmgngj46vqk,2022-03-25 21:34:31,330,1,drep_always_abstain,2025-02-09 21:19:58,3954550.468154,641,305,3945435.227401,2026-06-29 00:12:07,9115.240753,,,3.40,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uxumqen09wpy75yz2un4r6m2q62xdwt7s8nnxujgyrgyrmscg76tt,27,27,35000000.000000,2022-12-15 18:03:03,2023-10-20 12:01:53,,t,1,pool1tn7rcvc5lln8frln5n9rfd9cg8kcrj4vlm3ycdquyx5s2mlhmtk,2022-10-31 21:15:11,374,1,drep_always_abstain,2025-02-09 21:19:58,2982249.455083,641,253,2972561.091872,2026-06-29 00:40:07,9688.363211,,,3.55,True,True,True,False,False,False,False,True,NEVER_SPENT_COLD,MEDIUM
stake1uxw8tfdg5r5d88y2ljcfdm4spfqw94qg3qfs4ha3rm9uynqplzn6s,109,34,35000000.000000,2022-04-10 23:08:58,2023-10-02 12:01:05,2023-01-24 21:50:39,t,1,pool1lev7ygxcqd4aw5em7wf7y64au4hv04yl5cew27lkjmgngj46vqk,2022-03-25 21:35:53,330,1,drep_always_abstain,2025-02-10 05:34:55,3914098.608583,641,302,3904983.367830,2026-06-29 00:47:19,9115.240753,,,3.44,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uxwu054js5dmp3kma74kxmzejmy7mfg3wvtx8jpuh299ufg34uk4s,24,10,35000000.000000,2022-01-31 11:37:59,2023-09-28 08:44:05,2023-07-27 15:20:51,t,1,pool1j276s043qh2knv3ukmap6sra6sk7p5khuetzwx9h43wqydzsx8c,2022-03-21 19:11:19,329,1,drep_always_abstain,2025-02-09 21:10:27,3905713.503366,641,308,3893226.604530,2026-06-29 00:03:27,12486.898836,,,2.94,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uxxxfrc883r6yw8va9gsc0607lggzu4skaynq2jl4nlsgccmj22tv,20,5,35000000.000000,2022-05-29 18:03:29,2023-09-28 08:43:16,2023-02-14 20:30:13,t,1,pool1qlps2dwr0qd0a7pjqr47apewf2lq42xv03zgentgwv9mspeh57g,2022-03-25 21:39:08,330,1,drep_always_abstain,2025-02-09 21:21:30,3151334.641417,641,293,3143073.571241,2026-06-29 00:14:13,8261.070176,,,3.38,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uxxyytc3fcuevdm7ewx7eql2qf0mcrddfut5y8h05lzmwvs3x5apg,84,46,35000000.000000,2022-01-28 17:23:12,2026-06-21 20:07:59,2026-06-21 12:09:25,t,1,pool1xed948ze4guhrkt9zxjmecjvgkvgf8gd8skkzgtacz6gsyk9m5c,2022-03-21 18:04:33,329,1,drep_always_abstain,2025-02-09 21:16:52,3960128.187137,641,307,3952547.108214,2026-06-29 00:58:17,7581.078923,,,0.03,False,False,True,True,False,False,False,True,ACTIVE_MANAGED,MEDIUM
stake1uxzrxhldtl5ad5g5au27mze4e3mjud9s2g9cc8dlqyjyh8qmsxr5p,31,25,35000000.000000,2022-01-28 17:24:46,2023-10-08 12:01:04,2023-02-07 21:30:24,t,1,pool16e43yxx4djcvnsunwgrm8tnph0ljrt3p9tnezu3qvtcwzh4zwwa,2022-03-21 18:51:05,329,1,drep_always_abstain,2025-02-09 21:23:28,4025414.543216,641,307,4015155.019915,2026-06-29 00:37:03,10259.523301,,,3.40,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uy0hctwkd0kqxry2xk95gvkednek4n0zvfy4cpxwhh875xqkdsp36,42,4,35000000.000000,2022-06-10 00:02:27,2023-09-28 08:42:45,2023-03-06 17:30:44,t,1,pool1edqwpnln3zr9gj9sfsmyl72pen6hdwev07xgqj7uz5mkjrgfj6h,2022-03-25 21:40:48,330,1,drep_always_abstain,2025-02-09 21:21:54,3318636.118536,641,291,3308260.208199,2026-06-29 01:01:18,10375.910337,,,3.33,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uy3t60lcq7sqq3mnahr4kxcf75j2770uv22kj6xr8pslatgfg5rk5,85,4,35000000.000000,2022-05-01 01:31:14,2023-09-28 02:37:58,2023-06-22 14:10:38,t,1,pool14xq8v9s80ut6vmwp93tzhlydhsdqhxk3e9jerl2kl7hm2dq6pru,2022-03-25 21:35:28,330,1,drep_always_abstain,2025-02-09 19:54:11,3634193.873756,641,299,3620541.066238,2026-06-29 00:19:21,13652.807518,,,3.03,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uy4y62nqezk7ckmslyuw532nmm60tz68jq7qnj2f2hqfyzq0n39cn,17,17,35000000.000000,2022-10-17 19:19:31,2023-09-28 08:44:11,,t,1,pool1fxra32qureulvqrhrdpnrl5yechhqreg2khrghv3tkl4z66t0rm,2022-10-11 18:55:14,370,1,drep_always_abstain,2025-02-09 21:54:46,2897255.499921,641,265,2887587.117393,2026-06-29 00:18:10,9668.382528,,,3.71,True,True,True,False,False,False,False,True,NEVER_SPENT_COLD,MEDIUM
stake1uy6ntuel4dghfatzg6f4tnyspe9tyk9swunrl4jnze2r9rg73pvlj,39,34,35000000.000000,2022-06-04 00:02:43,2026-06-20 12:01:28,2026-06-19 20:02:02,t,1,pool1edqwpnln3zr9gj9sfsmyl72pen6hdwev07xgqj7uz5mkjrgfj6h,2022-03-25 21:40:48,330,1,drep_always_abstain,2025-02-09 21:50:05,3779293.309313,641,292,3768917.398976,2026-06-29 00:08:23,10375.910337,,,0.04,False,False,True,True,False,False,False,True,ACTIVE_MANAGED,MEDIUM
stake1uyct93wdmd8c074tnuqkafm5060m57pw0t6ywpyr6cc0raqddd5ql,3,2,35000000.000000,2023-06-20 19:45:33,2023-09-28 08:43:44,2023-06-22 14:10:38,t,1,pool1s8347yjgmfguf0ynj69euw7r75w7usdrfheckpcrjrk2yfvnpwq,2022-11-01 18:21:49,374,1,drep_always_abstain,2025-02-09 21:19:23,2503299.917317,641,215,2492330.043291,2026-06-29 00:53:12,10969.874026,,,3.03,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uyk4dvkyx9avg2wrtqk9qylyuwkfe34tqxzawc54cn66j5qeejr6r,25,24,35000000.000000,2022-11-08 12:00:20,2023-10-04 12:01:33,2023-03-20 17:40:05,t,1,pool1tn7rcvc5lln8frln5n9rfd9cg8kcrj4vlm3ycdquyx5s2mlhmtk,2022-10-31 21:12:12,374,1,drep_always_abstain,2025-02-09 21:51:33,3323750.973347,641,260,3314062.610136,2026-06-29 00:57:11,9688.363211,,,3.29,False,True,True,False,False,False,False,True,CERT_ACTIVE_PRINCIPAL_STATIC,MEDIUM
stake1uym6v8wuws4g8sk336k5h7dwujl9llsfpfgt6hp42sj332safd758,26,8,35000000.000000,2022-01-27 15:40:33,2025-02-11 12:01:23,2025-02-10 12:10:19,t,1,pool1sdare7xfd6tmak8ghek7kwgpgj6xzu0reppmw4t46rmcs0h6vr2,2022-03-21 17:43:06,329,1,drep_always_abstain,2025-02-09 21:32:25,3755039.702218,641,309,3745926.803778,2026-06-29 00:30:49,9112.898440,,,1.39,False,False,True,False,False,False,False,True,MIXED,MEDIUM
stake1uyz07qlqhrj56new4k89cvwfz8t4g2g07t7wky20rafn56sjt693u,158,22,35000000.000000,2022-01-31 11:39:05,2025-10-28 20:01:03,2025-10-28 12:01:16,t,1,pool13s5faca3kkg6jhqcll8xd9tarur3zkhalyuu92d5g87zyj4wrrc,2022-03-21 19:11:19,329,1,drep_always_abstain,2025-02-09 21:18:21,2143940.283577,641,250,2135393.679994,2026-06-29 00:41:12,8546.603583,,,0.68,False,False,True,False,False,False,False,True,MIXED,MEDIUM
stake1uyd3ccjka7d7ykkyglmqr4j7zjudz08f7vun6pegp33ffxgvg2jyu,877,18,13316009.230187,2022-01-27 00:40:59,2026-07-03 12:00:27,2026-07-02 20:01:12,t,1,pool1kcvaxe4q4npwt28qlr3h84htjf4qrqglqk3cr2484ptycr0ldut,2022-03-21 15:56:11,329,1,drep_always_abstain,2025-02-09 22:20:30,3222153.409210,641,265,3222081.454813,2026-06-19 20:18:53,71.954397,,,0.00,False,False,True,True,False,False,False,True,ACTIVE_MANAGED,MEDIUM
stake1u9xuuarxury6acd82efafgav5zxv8jjn9kx7dgnc7vqmxgca6vspq,459,2,606182.280293,2022-01-27 15:40:31,2026-07-03 12:01:07,2026-07-03 12:01:07,t,1,pool1gk20vlqg7qq868avysckjcjtwyphtjurfwlgra45670ny6r4fww,2022-03-21 16:43:53,329,1,drep_always_abstain,2025-02-09 21:16:32,3242871.609641,641,273,3242871.580015,2026-06-24 00:17:50,0.029626,,,0.00,False,False,True,True,False,False,False,True,ACTIVE_MANAGED,MEDIUM
stake1uystea99325jdg0qmzdgwhn5s54rv2ugtdf5lq362mwq9tqu7ncdm,98,1,14.814174,2022-10-18 00:02:33,2026-07-02 20:01:12,2026-07-02 20:01:12,t,1,pool1fxra32qureulvqrhrdpnrl5yechhqreg2khrghv3tkl4z66t0rm,2022-10-11 18:42:54,370,1,drep_always_abstain,2025-02-09 18:45:37,2808199.269671,641,225,2808199.094067,2025-12-16 01:08:55,0.175604,,,0.00,False,False,True,True,False,False,False,False,ACTIVE_MANAGED,INDETERMINATE
stake1u82k3t706l77fncvq2fn49specvp2q74dvlf7jkdur8wkwqf9u75v,230,1,13.475360,2022-01-27 00:43:54,2025-06-24 12:10:07,2025-06-24 12:10:07,t,1,pool1xlst0jw9safmz3c8m56zvl4m65y306dcp48hdks8ursmsz2awm2,2022-03-21 16:10:46,329,1,drep_always_abstain,2025-02-11 18:23:54,2663528.956119,568,201,2663528.956119,2025-07-04 00:04:12,0.000000,,,1.02,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
stake1u87tyxdzrn9mqth4y5ejm6mcfqnq52dzjvz04n9s8j0fn6sdrxhaw,165,1,13.475360,2022-01-27 15:40:33,2025-03-19 12:10:01,2025-03-19 12:10:01,t,1,pool15kek228mhvnsncdjn77u8qtrn8hjh5wfzmh6g942xf0353yc77j,2022-03-21 16:32:49,329,5,drep_always_abstain,2025-02-11 03:13:18,2794761.652458,641,196,2794761.321157,2024-12-16 00:10:04,0.331301,,,1.29,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
stake1u8ejjt3u55lepswcfau5sy9j93fyxrvq76gtnahc8hsfnfs3tf70j,286,1,13.475360,2022-01-28 17:07:45,2025-06-18 18:20:35,2025-06-18 18:20:35,t,1,pool18gsrasdghtjsnzlf20pht85l4epwag74w9pfx5qvdvcpxw68sl6,2022-03-21 18:41:59,329,1,drep_always_abstain,2025-02-09 21:49:11,1674152.444895,641,208,1674152.003649,2025-06-29 00:16:36,0.441246,,,1.04,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
stake1u93fwlmwsuyyt325kkd7peqh77lfmvf72e6gksm34ysw5cgvlny2q,193,1,13.475360,2022-01-27 15:39:32,2025-06-23 20:10:09,2025-06-23 20:10:09,t,1,pool19zz6frugmvm82ecgl5hh5vq3093d4kzr4h2r5vfmt6la7trk929,2022-03-21 16:36:19,329,1,drep_always_abstain,2025-02-11 18:30:06,2811750.760873,641,222,2811750.078024,2025-07-04 00:04:52,0.682849,,,1.03,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
stake1uxere7r6krpajagpe26254pknqraalm4ungtlc2gzy4j09cuqfyne,66,1,13.475360,2022-01-27 00:44:34,2025-06-23 12:20:35,2025-06-23 12:20:35,t,1,pool1xlst0jw9safmz3c8m56zvl4m65y306dcp48hdks8ursmsz2awm2,2022-03-21 16:18:24,329,1,drep_always_abstain,2025-02-10 03:55:28,1611440.433380,568,197,1611440.433380,2025-07-04 00:02:09,0.000000,,,1.03,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
stake1uy0zkxq405sfdd63ruvcmfrm7gn0fht9my5muwyn7dselcgvsqynq,127,1,13.475360,2022-01-27 15:40:33,2025-06-22 20:50:38,2025-06-22 20:50:38,t,1,pool1hyqdlnuff3rnvg9lx70ccca2xqxcezzz4998tp6chhxnx2st257,2022-03-21 17:45:51,329,1,drep_always_abstain,2025-02-10 03:02:54,2730380.020312,641,221,2730379.531378,2025-07-04 00:05:25,0.488934,,,1.03,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
stake1uyzawt8zx5wzt6el0v2pjy5ftlrdfze0vw5tn4g5a9zg3ssd3acff,195,1,13.475360,2022-01-13 21:24:16,2025-03-15 12:10:03,2025-03-15 12:10:03,t,3,pool1qv3velgldz529zq904jy9qfrhdh0akwkkhylu2rymd6sw9m02cc,2022-03-22 22:03:39,330,5,drep_always_abstain,2025-02-11 03:04:05,1840323.097591,473,139,1840323.097591,2024-03-16 05:37:58,0.000000,,,1.30,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
